;;;;S typhi strain CT18;S choleraesuis SC B67;S dublin CT 02021853;S gallinarum 287/91;S paratyphi A ATCC 9150;S agona SL483;S enteritidis P125109;S heidelberg SL476;S newport SL254;S typhimurium LT2;S typhimurium SL1344
Layer;Node 1 Ortholog group ID;Node 2 Ortholog group ID;Layer;EIP;EIP;EIP;EIP;EIP;GIP;GIP;GIP;GIP;GIP;GIP
PPI;3171;3087;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;250;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;624;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;1995;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;3489;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;3530;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;41;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3173;310;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3174;1462;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3174;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3174;2135;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3188;2189;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3188;68;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3194;3343;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3194;2818;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3194;2601;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3194;1758;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3202;1322;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3202;420;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3205;2084;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3207;300;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3208;962;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3214;1862;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3214;1261;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3216;993;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3216;3136;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3216;1911;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3217;1273;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3217;2000;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3222;4095;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3238;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3243;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3267;1611;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3268;2803;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3273;1032;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3288;46;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3288;3654;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3288;796;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3288;1175;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3288;1977;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3288;1259;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3288;2165;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3288;3697;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3293;1404;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3297;328;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3297;1932;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3297;2829;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3297;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3297;1404;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3309;2403;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3309;517;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3350;968;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3350;2931;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3377;3087;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3377;3973;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3388;2793;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3391;1672;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3391;851;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3391;502;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3391;1347;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3402;1721;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3402;1575;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3402;2512;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3404;1192;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3412;3010;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3413;814;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3413;2666;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3417;1037;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3426;2341;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3429;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3429;2931;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3436;2233;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3436;914;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3448;2262;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3448;2567;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3448;1095;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3448;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3448;665;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3448;1324;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3448;2136;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3448;1978;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3450;692;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3455;469;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3457;3388;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3457;1622;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3457;2793;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3457;2338;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3457;1779;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3457;2025;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3458;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;2443;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;2375;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;2668;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;1656;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;703;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;1977;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;692;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;420;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;3017;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;3757;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3460;2165;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3464;3396;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3464;2732;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3466;571;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3473;1616;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3473;3746;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3473;298;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3473;1743;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3473;156;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3473;587;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3481;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3489;126;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3490;3846;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3493;1115;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3493;2074;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3493;1789;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3493;1035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3506;64;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3506;3093;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3533;420;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3534;564;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3534;3216;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3534;2755;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3534;819;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3534;3350;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3534;1801;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3552;197;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3552;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3552;290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3570;3536;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3580;1462;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3581;3654;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3581;2484;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3585;197;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3592;3304;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3592;1285;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3595;3447;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3595;3736;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;736;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;703;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;2540;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;2521;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;1187;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;1023;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;832;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;2074;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;1961;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;3017;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;246;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;2035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3598;2913;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3610;3724;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3610;3216;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3610;3628;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3616;3747;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3619;4145;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3620;126;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3625;644;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3635;2601;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3635;1114;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3635;1254;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3635;2389;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3649;2398;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3652;568;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3654;64;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3654;2804;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3654;2799;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3654;16;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3654;2812;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3654;3570;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3654;2283;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3654;1035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3655;2497;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3663;328;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3663;2799;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3663;358;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3663;1225;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3663;2536;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3664;350;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3677;913;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3677;1130;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3689;1267;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3691;587;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3697;3730;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3697;1760;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3697;678;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3697;1259;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3697;941;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3710;3724;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3710;3159;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3710;1869;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3730;2383;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3730;764;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3730;3879;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3730;27;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3730;2512;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3736;800;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3747;1111;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3754;907;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3754;1695;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3757;3473;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3757;2349;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3757;1656;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3757;3288;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3757;796;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3757;692;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3757;357;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3757;1694;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3763;379;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3763;3620;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3777;1142;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3779;2250;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3788;718;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3795;2083;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3795;3143;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3795;3007;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3800;1033;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3800;1728;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3800;1347;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3832;246;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3845;853;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3846;2936;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3846;3374;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3848;2799;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3848;220;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3848;1801;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3848;2456;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3858;2931;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3858;2470;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3858;3429;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3859;1259;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3859;1740;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3859;1866;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3860;2666;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3866;1788;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3866;3654;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3866;1273;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3866;2652;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3869;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3872;3822;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3872;65;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3872;1321;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3888;3041;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3888;952;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3888;122;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3888;1171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3888;398;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3888;2356;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3888;1460;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3904;2832;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3906;3220;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3937;3222;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3986;2567;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3986;2465;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3986;2652;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;3293;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;881;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;2818;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;2601;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;1348;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;3677;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;3736;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;2936;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;2760;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;1053;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;228;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;859;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;546;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;111;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;952;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;1362;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;3;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;1508;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;832;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;3754;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;398;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3987;161;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3992;1947;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3992;2476;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4015;1977;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4070;452;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4086;2791;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4097;1263;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4103;883;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4112;1950;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4112;3881;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4112;2993;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4137;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4137;2598;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4137;2817;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4137;1437;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4142;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4142;2175;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4142;67;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4145;306;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4145;3350;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4145;4006;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4170;771;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4197;504;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4197;1273;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4241;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4241;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4291;1004;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4292;522;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4413;2312;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;4413;675;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2975;3065;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;785;3065;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1413;3065;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2838;2404;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2679;3034;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2499;1420;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;504;2108;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2108;2569;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2108;73;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2569;73;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2569;1420;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2569;3034;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2975;1290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2975;1304;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2108;4002;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;552;552;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;955;955;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2525;1271;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1912;1271;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;703;2018;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2018;1220;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3533;2018;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2018;3031;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1270;1270;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1152;4015;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3533;1656;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1976;796;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1668;1176;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1571;1344;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3859;3140;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3697;796;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2569;2569;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;73;2569;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2274;2569;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;1420;2569;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3034;2569;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;879;2108;PPI;1;1;1;1;1;1;1;1;1;1;1
