source;target;ref;layer
B4T9P3;B4T7P9;IntAct;PPI
B4T9Q9;B4TEP6;Lit_Ecoli_IntAct;PPI
B4T9Q9;B4TJL9;Lit_Ecoli_IntAct;PPI
B4T9R0;B4TJN3;IntAct_Interactome3d;PPI
B4T9S9;B4T9S8;IntAct;PPI
B4T9U1;B4T9U2;IntAct_Interactome3d;PPI
B4T9V5;B4T8B3;Lit_Ecoli_IntAct;PPI
B4T9V5;B4TBD0;Lit_Ecoli_IntAct;PPI
B4T9W3;B4TC94;Lit_Ecoli_IntAct;PPI
B4T9W3;B4TCA7;Lit_Ecoli_IntAct;PPI
B4T9X0;B4TKL2;Lit_Ecoli_IntAct;PPI
B4T9X6;B4T9J2;IntAct;PPI
B4T9X9;B4T9E1;Lit_Ecoli_IntAct;PPI
B4T9Y3;B4T9X1;Lit_Ecoli_IntAct;PPI
B4T9Y3;B4TBJ1;Lit_Ecoli_IntAct;PPI
B4T9Y3;B4TBW2;Lit_Ecoli_IntAct;PPI
B4T9Y3;B4TD71;Lit_Ecoli_IntAct;PPI
B4T9Z3;B4TB14;IntAct;PPI
B4T9Z3;B4TJY5;IntAct_Interactome3d;PPI
B4T9Z4;B4TFH1;IntAct;PPI
B4TA06;B4T859;Lit_Ecoli_IntAct;PPI
B4TA06;B4T8M8;Lit_Ecoli_IntAct;PPI
B4TA06;B4T8T1;Lit_Ecoli_IntAct;PPI
B4TA06;B4T8U7;Lit_Ecoli_IntAct;PPI
B4TA06;B4T8V0;IntAct;PPI
B4TA06;B4T927;Lit_Ecoli_IntAct;PPI
B4TA06;B4TAH0;Lit_Ecoli_IntAct;PPI
B4TA06;B4TAH2;Lit_Ecoli_IntAct;PPI
B4TA06;B4TAH4;Lit_Ecoli_IntAct;PPI
B4TA06;B4TAH8;Lit_Ecoli_IntAct;PPI
B4TA06;B4TAT8;Lit_Ecoli_IntAct;PPI
B4TA06;B4TB49;Lit_Ecoli_IntAct;PPI
B4TA06;B4TB75;Lit_Ecoli_IntAct;PPI
B4TA06;B4TBE3;Lit_Ecoli_IntAct;PPI
B4TA06;B4TC52;Lit_Ecoli_IntAct;PPI
B4TA06;B4TC59;Lit_Ecoli_IntAct;PPI
B4TA06;B4TCI5;Lit_Ecoli_IntAct;PPI
B4TA06;B4TCZ7;Lit_Ecoli_IntAct;PPI
B4TA06;B4TDP9;Lit_Ecoli_IntAct;PPI
B4TA06;B4TDQ5;Lit_Ecoli_IntAct;PPI
B4TA06;B4TDQ7;Lit_Ecoli_IntAct;PPI
B4TA06;B4TE14;Lit_Ecoli_IntAct;PPI
B4TA06;B4TED2;Lit_Ecoli_IntAct;PPI
B4TA06;B4TF45;Lit_Ecoli_IntAct;PPI
B4TA06;B4TGP7;Lit_Ecoli_IntAct;PPI
B4TA06;B4TGR9;Lit_Ecoli_IntAct;PPI
B4TA06;B4TGS0;Lit_Ecoli_IntAct;PPI
B4TA06;B4TGW1;Lit_Ecoli_IntAct;PPI
B4TA06;B4THB8;Lit_Ecoli_IntAct;PPI
B4TA06;B4THN5;Lit_Ecoli_IntAct;PPI
B4TA06;B4TI59;Lit_Ecoli_IntAct;PPI
B4TA06;B4TI61;Lit_Ecoli_IntAct;PPI
B4TA06;B4TIF2;Lit_Ecoli_IntAct;PPI
B4TA06;B4TIL5;Lit_Ecoli_IntAct;PPI
B4TA06;B4TIN6;Lit_Ecoli_IntAct;PPI
B4TA06;B4TIP4;Lit_Ecoli_IntAct;PPI
B4TA06;B4TJ82;Lit_Ecoli_IntAct;PPI
B4TA06;B4TJD6;Lit_Ecoli_IntAct;PPI
B4TA06;B4TKS2;Lit_Ecoli_IntAct;PPI
B4TA12;B4T801;Lit_Ecoli_IntAct;PPI
B4TA26;B4TKH6;Lit_Ecoli_IntAct;PPI
B4TA35;B4TK47;Lit_Ecoli_IntAct;PPI
B4TA42;B4TDY6;Lit_Ecoli_IntAct;PPI
B4TA42;B4TGT8;Lit_Ecoli_IntAct;PPI
B4TA42;B4TKH6;Lit_Ecoli_IntAct;PPI
B4TA47;B4TA48;Lit_Ecoli_IntAct;PPI
B4TA47;B4TCA2;Lit_Ecoli_IntAct;PPI
B4TA61;B4TA60;IntAct_Interactome3d;PPI
B4TA64;B4TA66;IntAct;PPI
B4TA65;B4TF73;Interactome3d;PPI
B4TA67;B4TA66;IntAct;PPI
B4TA67;B4TA68;IntAct;PPI
B4TA67;B4TA69;IntAct;PPI
B4TA69;B4TA68;IntAct;PPI
B4TA74;B4TA73;IntAct;PPI
B4TA74;B4THS7;IntAct;PPI
B4TA76;B4TA79;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TA76;B4TH36;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TA97;B4TC30;Lit_Ecoli_IntAct;PPI
B4TA97;B4TEK7;Lit_Ecoli_IntAct;PPI
B4TA97;B4TJ89;Lit_Ecoli_IntAct;PPI
B4TA99;B4TH25;IntAct;PPI
B4TAA3;B4TBU2;Lit_Ecoli_IntAct;PPI
B4TAA3;B4TC52;Lit_Ecoli_IntAct;PPI
B4TAD9;B4TCN3;Lit_Ecoli_IntAct;PPI
B4TAD9;B4TIH9;Lit_Ecoli_IntAct;PPI
B4TAE0;B4THQ8;Lit_Ecoli_IntAct;PPI
B4TAE0;B4TIA6;Lit_Ecoli_IntAct;PPI
B4TAE0;B4TIH8;Lit_Ecoli_IntAct;PPI
B4TAE7;B4TAE8;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TAE8;B4TAF0;IntAct;PPI
B4TAF3;B4TAQ7;Lit_Ecoli_IntAct;PPI
B4TAF3;B4TDY0;Lit_Ecoli_IntAct;PPI
B4TAF3;B4TF27;Lit_Ecoli_IntAct;PPI
B4TAF3;B4TI69;Lit_Ecoli_IntAct;PPI
B4TAF3;B4TIH9;Lit_Ecoli_IntAct;PPI
B4TAF4;B4T9D7;Lit_Ecoli_IntAct;PPI
B4TAF4;B4T9I1;Lit_Ecoli_IntAct;PPI
B4TAF4;B4TBF2;Lit_Ecoli_IntAct;PPI
B4TAF4;B4TIH9;Lit_Ecoli_IntAct;PPI
B4TAF4;B4TK59;Lit_Ecoli_IntAct;PPI
B4TAF5;B4T9H1;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TA26;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TAG6;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TB58;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TC52;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TCI9;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TCJ5;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TE52;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TF27;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TGR8;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TJN8;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TJW3;Lit_Ecoli_IntAct;PPI
B4TAF5;B4TKU2;Lit_Ecoli_IntAct;PPI
B4TAF7;B4TJW0;Lit_Ecoli_IntAct;PPI
B4TAF9;B4T9C8;Biogrid;PPI
B4TAF9;B4TFH3;Lit_Ecoli_IntAct;PPI
B4TAG4;B4T9T4;Lit_Ecoli_IntAct;PPI
B4TAG6;B4TJW0;Lit_Ecoli_IntAct;PPI
B4TAH8;B4TCI7;Lit_Ecoli_IntAct;PPI
B4TAH8;B4TGZ7;Lit_Ecoli_IntAct;PPI
B4TAH8;B4THP2;Lit_Ecoli_IntAct;PPI
B4TAH8;B4TKE5;Lit_Ecoli_IntAct;PPI
B4TAI1;B4TD05;IntAct_Interactome3d;PPI
B4TAI1;B4TKG8;IntAct_Interactome3d;PPI
B4TAI9;B4TB14;IntAct;PPI
B4TAK5;B4T901;Lit_Ecoli_IntAct;PPI
B4TAK5;B4TCJ4;Lit_Ecoli_IntAct;PPI
B4TAK9;B4TAK8;IntAct;PPI
B4TAL3;B4TGR7;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TAM1;B4TAX4;Lit_Ecoli_IntAct;PPI
B4TAM2;B4TDD1;IntAct;PPI
B4TAM7;B4TFJ5;Lit_Ecoli_IntAct;PPI
B4TAN6;B4T979;Lit_Ecoli_IntAct;PPI
B4TAN6;B4TAE8;Lit_Ecoli_IntAct;PPI
B4TAN6;B4THB1;Lit_Ecoli_IntAct;PPI
B4TAQ7;B4T8M8;Lit_Ecoli_IntAct;PPI
B4TAQ7;B4TAI3;Lit_Ecoli_IntAct;PPI
B4TAQ7;B4TC30;Lit_Ecoli_IntAct;PPI
B4TAR2;B4THH1;Lit_Ecoli_IntAct;PPI
B4TAS0;B4T7P4;Lit_Ecoli_IntAct;PPI
B4TAS0;B4TD55;Lit_Ecoli_IntAct;PPI
B4TAS1;B4TA66;IntAct;PPI
B4TAT1;B4TAS9;IntAct;PPI
B4TAT4;B4TAT3;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TAT4;B4THP2;Lit_Ecoli_IntAct;PPI
B4TAT9;B4T901;Lit_Ecoli_IntAct;PPI
B4TAT9;B4TCJ4;Lit_Ecoli_IntAct;PPI
B4TAT9;B4TD71;Lit_Ecoli_IntAct;PPI
B4TAU1;B4TB14;IntAct;PPI
B4TAU1;B4TK37;IntAct_Interactome3d;PPI
B4TAU3;B4TAU2;IntAct_Interactome3d;PPI
B4TAU3;B4TB14;IntAct;PPI
B4TAU3;B4TD91;IntAct;PPI
B4TAU3;B4TGY3;IntAct_Interactome3d;PPI
B4TAU5;B4T815;IntAct;PPI
B4TAU5;B4THV4;IntAct;PPI
B4TAU5;B4TI23;IntAct_Interactome3d;PPI
B4TAU5;B4TIB4;IntAct;PPI
B4TAU5;B4TJ23;IntAct;PPI
B4TAU6;B4TAU5;IntAct_Interactome3d;PPI
B4TAU7;B4TKH6;Lit_Ecoli_IntAct;PPI
B4TAU8;B4T7P6;IntAct_Interactome3d;PPI
B4TAU8;B4TAP4;Lit_Ecoli_IntAct;PPI
B4TAU8;B4TB49;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TAU8;B4TD71;Lit_Ecoli_IntAct;PPI
B4TAU8;B4TG57;IntAct;PPI
B4TAU8;B4TGY9;IntAct;PPI
B4TAU8;B4TK59;Lit_Ecoli_IntAct;PPI
B4TAU9;B4T9E6;IntAct;PPI
B4TAU9;B4TC86;IntAct;PPI
B4TAU9;B4TCQ7;IntAct;PPI
B4TAU9;B4TCT9;IntAct;PPI
B4TAU9;B4TD71;IntAct;PPI
B4TAU9;B4TDM8;IntAct;PPI
B4TAU9;B4TGE8;Lit_Ecoli_IntAct;PPI
B4TAU9;B4TIY9;IntAct;PPI
B4TAV2;B4T8P7;IntAct;PPI
B4TAV2;B4TAU1;IntAct;PPI
B4TAV2;B4TAX2;IntAct;PPI
B4TAV2;B4TAX4;IntAct;PPI
B4TAV2;B4TAZ3;IntAct;PPI
B4TAV2;B4TB15;IntAct;PPI
B4TAV2;B4TBD3;IntAct;PPI
B4TAV2;B4TBJ2;IntAct;PPI
B4TAV2;B4TBR1;IntAct;PPI
B4TAV2;B4TCW1;IntAct;PPI
B4TAV2;B4TD41;IntAct;PPI
B4TAV2;B4TDZ7;IntAct;PPI
B4TAV2;B4TFA9;IntAct;PPI
B4TAV2;B4TGC7;IntAct;PPI
B4TAV2;B4TJ11;IntAct;PPI
B4TAV2;B4TJ15;IntAct;PPI
B4TAV2;B4TJ31;IntAct;PPI
B4TAV2;B4TJ90;IntAct;PPI
B4TAV2;B4TJY5;IntAct;PPI
B4TAV2;B4TJY6;IntAct;PPI
B4TAV2;B4TKG1;IntAct;PPI
B4TAV2;B4TKK9;IntAct;PPI
B4TAW9;B4TB14;IntAct;PPI
B4TAX2;B4TAX1;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TAX2;B4TB14;IntAct;PPI
B4TAX3;B4T8E2;Lit_Ecoli_IntAct;PPI
B4TAX3;B4TAX1;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TAX3;B4TAX2;IntAct_Interactome3d;PPI
B4TAX3;B4TAX4;IntAct_Interactome3d;PPI
B4TAX3;B4TGY5;Lit_Ecoli_IntAct;PPI
B4TAX4;B4TAQ7;Lit_Ecoli_IntAct;PPI
B4TAX4;B4TAX1;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TAX4;B4TAX2;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TAX4;B4TB14;IntAct;PPI
B4TAX4;B4TB58;Lit_Ecoli_IntAct;PPI
B4TAX4;B4TCS1;IntAct;PPI
B4TAX4;B4TDY0;Lit_Ecoli_IntAct;PPI
B4TAX4;B4TFD8;IntAct;PPI
B4TAX4;B4TI69;Lit_Ecoli_IntAct;PPI
B4TAX4;B4TIW3;Lit_Ecoli_IntAct;PPI
B4TAX4;B4TJN8;Lit_Ecoli_IntAct;PPI
B4TAX4;B4TK47;Lit_Ecoli_IntAct;PPI
B4TAX4;B4TKB2;Lit_Ecoli_IntAct;PPI
B4TAX4;B4TKD3;IntAct;PPI
B4TAX5;B4T814;Lit_Ecoli_IntAct;PPI
B4TAX5;B4TAX4;IntAct_Interactome3d;PPI
B4TAX5;B4TCI7;Lit_Ecoli_IntAct;PPI
B4TAX5;B4TEU3;Lit_Ecoli_IntAct;PPI
B4TAX5;B4TGT1;Lit_Ecoli_IntAct;PPI
B4TAX5;B4TIP8;Lit_Ecoli_IntAct;PPI
B4TAX6;B4TAX4;IntAct;PPI
B4TAX7;B4TAX4;IntAct;PPI
B4TAX7;B4TAX8;IntAct_Interactome3d;PPI
B4TAY2;B4TAU5;IntAct;PPI
B4TAY3;B4TAV3;Lit_Ecoli_IntAct;PPI
B4TAY8;B4TDD3;IntAct;PPI
B4TAZ3;B4TB14;IntAct;PPI
B4TAZ3;B4TB51;Lit_Ecoli_IntAct;PPI
B4TAZ3;B4TC54;Lit_Ecoli_IntAct;PPI
B4TAZ3;B4TCF6;Lit_Ecoli_IntAct;PPI
B4TAZ3;B4TJJ7;Lit_Ecoli_IntAct;PPI
B4TAZ4;B4TKB0;IntAct;PPI
B4TAZ8;B4T7P4;Lit_Ecoli_IntAct;PPI
B4TAZ8;B4T9H1;Lit_Ecoli_IntAct;PPI
B4TAZ8;B4TJW3;Lit_Ecoli_IntAct;PPI
B4TAZ9;B4T9H1;Lit_Ecoli_IntAct;PPI
B4TAZ9;B4TBQ5;Lit_Ecoli_IntAct;PPI
B4TAZ9;B4TFZ8;Lit_Ecoli_IntAct;PPI
B4TAZ9;B4TGT8;Lit_Ecoli_IntAct;PPI
B4TAZ9;B4TJW3;Lit_Ecoli_IntAct;PPI
B4TAZ9;B4TK26;Lit_Ecoli_IntAct;PPI
B4TAZ9;B4TK86;Lit_Ecoli_IntAct;PPI
B4TB02;B4TA48;Lit_Ecoli_IntAct;PPI
B4TB08;B4TAH2;Lit_Ecoli_IntAct;PPI
B4TB08;B4TB33;Lit_Ecoli_IntAct;PPI
B4TB08;B4TJZ5;Lit_Ecoli_IntAct;PPI
B4TB11;B4TB41;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TB11;B4TDM8;IntAct;PPI
B4TB11;B4TKH6;Lit_Ecoli_IntAct;PPI
B4TB13;B4TK07;IntAct;PPI
B4TB14;B4T942;IntAct;PPI
B4TB14;B4T983;IntAct;PPI
B4TB14;B4T9I0;IntAct;PPI
B4TB14;B4TBD3;IntAct;PPI
B4TB14;B4TBR1;IntAct;PPI
B4TB14;B4TBR3;IntAct;PPI
B4TB14;B4TBS5;IntAct;PPI
B4TB14;B4TCP6;IntAct;PPI
B4TB14;B4TCQ8;IntAct;PPI
B4TB14;B4TCR9;IntAct;PPI
B4TB14;B4TDL2;IntAct;PPI
B4TB14;B4TDL4;IntAct;PPI
B4TB14;B4TDZ7;IntAct;PPI
B4TB14;B4TE10;Lit_Ecoli_IntAct;PPI
B4TB14;B4TEP6;IntAct;PPI
B4TB14;B4TF08;IntAct;PPI
B4TB14;B4TF13;IntAct;PPI
B4TB14;B4TF33;Lit_Ecoli_IntAct;PPI
B4TB14;B4TF79;IntAct;PPI
B4TB14;B4TFH0;IntAct;PPI
B4TB14;B4TFY3;Interactome3d;PPI
B4TB14;B4TFZ1;IntAct;PPI
B4TB14;B4TG32;IntAct;PPI
B4TB14;B4THF2;IntAct;PPI
B4TB14;B4THP2;Lit_Ecoli_IntAct;PPI
B4TB14;B4TIA8;IntAct;PPI
B4TB14;B4TIH6;Lit_Ecoli_IntAct;PPI
B4TB14;B4TJG2;IntAct;PPI
B4TB14;B4TJH9;IntAct;PPI
B4TB14;B4TJU8;IntAct;PPI
B4TB14;B4TK45;IntAct;PPI
B4TB14;B4TKM1;IntAct;PPI
B4TB14;B4TKN0;IntAct;PPI
B4TB15;B4TBZ2;Lit_Ecoli_IntAct;PPI
B4TB15;B4TCR9;Lit_Ecoli_IntAct;PPI
B4TB15;B4TFA6;IntAct;PPI
B4TB15;B4THN1;Lit_Ecoli_IntAct;PPI
B4TB25;B4TEZ5;Lit_Ecoli_IntAct;PPI
B4TB25;B4TKP1;Lit_Ecoli_IntAct;PPI
B4TB27;B4TKG1;Lit_Ecoli_IntAct;PPI
B4TB33;B4T7P4;Lit_Ecoli_IntAct;PPI
B4TB33;B4TJK5;Lit_Ecoli_IntAct;PPI
B4TB33;B4TJW0;Lit_Ecoli_IntAct;PPI
B4TB34;B4TFZ8;Lit_Ecoli_IntAct;PPI
B4TB34;B4TK26;Lit_Ecoli_IntAct;PPI
B4TB34;B4TKE7;Lit_Ecoli_IntAct;PPI
B4TB36;B4TKK9;Lit_Ecoli_IntAct;PPI
B4TB38;B4TCR2;Lit_Ecoli_IntAct;PPI
B4TB39;B4TCX2;Lit_Ecoli_IntAct;PPI
B4TB41;B4TFA4;IntAct;PPI
B4TB49;B4TC52;Lit_Ecoli_IntAct;PPI
B4TB49;B4TCX2;Lit_Ecoli_IntAct;PPI
B4TB49;B4TG57;IntAct;PPI
B4TB49;B4TGY9;IntAct;PPI
B4TB50;B4TJ50;IntAct_Interactome3d;PPI
B4TB72;B4TJY7;IntAct;PPI
B4TB75;B4T9N9;Lit_Ecoli_IntAct;PPI
B4TB75;B4TCA2;Lit_Ecoli_IntAct;PPI
B4TB75;B4TJX7;Lit_Ecoli_IntAct;PPI
B4TB92;B4T9C8;Biogrid;PPI
B4TB92;B4TB14;IntAct;PPI
B4TB94;B4TBQ5;Lit_Ecoli_IntAct;PPI
B4TB94;B4TKH6;Lit_Ecoli_IntAct;PPI
B4TB97;B4TC52;Lit_Ecoli_IntAct;PPI
B4TBA3;B4TBA4;Lit_Ecoli_IntAct;PPI
B4TBA3;B4THQ5;IntAct_Interactome3d;PPI
B4TBA4;B4TJP7;Lit_Ecoli_IntAct;PPI
B4TBA5;B4TBA6;IntAct;PPI
B4TBB2;B4TI13;IntAct;PPI
B4TBD2;B4TBD1;IntAct_Interactome3d;PPI
B4TBD2;B4TBD4;Interactome3d;PPI
B4TBD3;B4TBD1;IntAct;PPI
B4TBD4;B4T8S1;Lit_Ecoli_IntAct;PPI
B4TBD4;B4T9C8;Biogrid;PPI
B4TBD4;B4TBD1;IntAct_Interactome3d;PPI
B4TBD4;B4TBD3;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TBD4;B4TGQ9;IntAct;PPI
B4TBD5;B4TBD6;Lit_Ecoli_IntAct;PPI
B4TBD7;B4TB14;IntAct;PPI
B4TBD7;B4TBD8;IntAct_Interactome3d;PPI
B4TBD8;B4TB14;IntAct;PPI
B4TBE3;B4THE0;Lit_Ecoli_IntAct;PPI
B4TBE3;B4TKL0;Lit_Ecoli_IntAct;PPI
B4TBE9;B4T821;IntAct;PPI
B4TBE9;B4T856;IntAct;PPI
B4TBE9;B4T857;IntAct;PPI
B4TBE9;B4T8T1;IntAct;PPI
B4TBE9;B4TEV0;IntAct;PPI
B4TBE9;B4TEV1;IntAct;PPI
B4TBE9;B4TEV5;IntAct;PPI
B4TBE9;B4TKQ8;IntAct;PPI
B4TBF3;B4TC52;Lit_Ecoli_IntAct;PPI
B4TBI0;B4TDD6;Lit_Ecoli_IntAct;PPI
B4TBI9;B4TBJ2;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TBI9;B4TFA7;Lit_Ecoli_IntAct;PPI
B4TBJ0;B4TBI9;IntAct_Interactome3d;PPI
B4TBJ1;B4TB49;Lit_Ecoli_IntAct;PPI
B4TBJ1;B4TBI9;Lit_Ecoli_IntAct;PPI
B4TBJ2;B4TBJ3;IntAct_Interactome3d;PPI
B4TBK6;B4TAW9;IntAct;PPI
B4TBK6;B4TBK1;Lit_Ecoli_IntAct;PPI
B4TBL4;B4TK04;Lit_Ecoli_IntAct;PPI
B4TBN5;B4T827;Lit_Ecoli_IntAct;PPI
B4TBN5;B4T8V3;Lit_Ecoli_IntAct;PPI
B4TBN5;B4TDZ6;Lit_Ecoli_IntAct;PPI
B4TBN5;B4TE41;Lit_Ecoli_IntAct;PPI
B4TBN5;B4TGY5;Lit_Ecoli_IntAct;PPI
B4TBN5;B4TJV4;Lit_Ecoli_IntAct;PPI
B4TBN5;B4TJW0;Lit_Ecoli_IntAct;PPI
B4TBN5;B4TK60;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TBN5;B4TKE5;Lit_Ecoli_IntAct;PPI
B4TBN7;B4TKH6;Lit_Ecoli_IntAct;PPI
B4TBN8;B4T7Y6;Lit_Ecoli_IntAct;PPI
B4TBN8;B4T9J7;IntAct;PPI
B4TBN8;B4THF3;IntAct;PPI
B4TBN8;B4TJQ4;Lit_Ecoli_IntAct;PPI
B4TBP0;B4TJ80;IntAct;PPI
B4TBQ5;B4T7Z7;Lit_Ecoli_IntAct;PPI
B4TBQ5;B4TB93;Lit_Ecoli_IntAct;PPI
B4TBQ5;B4TD25;Lit_Ecoli_IntAct;PPI
B4TBQ5;B4TD40;Lit_Ecoli_IntAct;PPI
B4TBQ5;B4TFG2;Lit_Ecoli_IntAct;PPI
B4TBQ5;B4TJ44;Lit_Ecoli_IntAct;PPI
B4TBQ6;B4TB75;IntAct;PPI
B4TBQ7;B4TB41;Lit_Ecoli_IntAct;PPI
B4TBR7;B4TBR6;IntAct;PPI
B4TBR7;B4TBR8;IntAct;PPI
B4TBR7;B4THS7;IntAct;PPI
B4TBR8;B4TBR6;IntAct;PPI
B4TBR8;B4THS7;IntAct;PPI
B4TBS1;B4T8C2;Lit_Ecoli_IntAct;PPI
B4TBT0;B4TBT1;IntAct;PPI
B4TBT0;B4TCU4;IntAct;PPI
B4TBT0;B4TIA9;IntAct;PPI
B4TBT1;B4TCU4;IntAct;PPI
B4TBT4;B4TKD7;IntAct_Interactome3d;PPI
B4TBU0;B4T8L2;Lit_Ecoli_IntAct;PPI
B4TBU1;B4TBU2;Lit_Ecoli_IntAct;PPI
B4TBU2;B4T9F7;Lit_Ecoli_IntAct;PPI
B4TBU2;B4TAQ7;Lit_Ecoli_IntAct;PPI
B4TBU2;B4TDD5;Lit_Ecoli_IntAct;PPI
B4TBU2;B4TDY0;Lit_Ecoli_IntAct;PPI
B4TBU2;B4TF76;IntAct;PPI
B4TBU2;B4TG50;Lit_Ecoli_IntAct;PPI
B4TBU2;B4TI69;Lit_Ecoli_IntAct;PPI
B4TBU2;B4TK42;Lit_Ecoli_IntAct;PPI
B4TBW3;B4TBW2;Lit_Ecoli_IntAct;PPI
B4TBX9;B4TJX7;Lit_Ecoli_IntAct;PPI
B4TBZ1;B4TB14;IntAct;PPI
B4TBZ5;B4TBZ6;Lit_Ecoli_IntAct;PPI
B4TC00;B4TC01;IntAct;PPI
B4TC00;B4TC02;IntAct;PPI
B4TC00;B4TJS1;IntAct;PPI
B4TC01;B4TC02;IntAct;PPI
B4TC04;B4TDL8;IntAct;PPI
B4TC04;B4TFH1;IntAct;PPI
B4TC04;B4TJ94;Lit_Ecoli_IntAct;PPI
B4TC08;B4T9H1;Lit_Ecoli_IntAct;PPI
B4TC08;B4TAJ1;Lit_Ecoli_IntAct;PPI
B4TC08;B4TC07;IntAct;PPI
B4TC08;B4TC09;IntAct_Interactome3d;PPI
B4TC08;B4TFI2;Lit_Ecoli_IntAct;PPI
B4TC08;B4TGR8;Lit_Ecoli_IntAct;PPI
B4TC08;B4TI36;Lit_Ecoli_IntAct;PPI
B4TC08;B4TJW3;Lit_Ecoli_IntAct;PPI
B4TC09;B4TD22;IntAct;PPI
B4TC10;B4TJW0;Lit_Ecoli_IntAct;PPI
B4TC11;B4TAF5;Lit_Ecoli_IntAct;PPI
B4TC11;B4TE23;Lit_Ecoli_IntAct;PPI
B4TC28;B4TAQ7;Lit_Ecoli_IntAct;PPI
B4TC28;B4TDY0;Lit_Ecoli_IntAct;PPI
B4TC28;B4TGT8;Lit_Ecoli_IntAct;PPI
B4TC28;B4TI69;Lit_Ecoli_IntAct;PPI
B4TC28;B4TIH9;Lit_Ecoli_IntAct;PPI
B4TC48;B4TJ03;IntAct;PPI
B4TC48;B4TKH6;Lit_Ecoli_IntAct;PPI
B4TC54;B4TB51;Lit_Ecoli_IntAct;PPI
B4TC54;B4TJJ7;Lit_Ecoli_IntAct;PPI
B4TC56;B4T8B3;IntAct;PPI
B4TC58;B4TCU3;IntAct_Interactome3d;PPI
B4TC59;B4T827;Lit_Ecoli_IntAct;PPI
B4TC59;B4T8B7;Lit_Ecoli_IntAct;PPI
B4TC59;B4T8V3;Lit_Ecoli_IntAct;PPI
B4TC59;B4TC58;Lit_Ecoli_IntAct_Interactome3d;PPI
B4TC59;B4TCI7;Lit_Ecoli_IntAct;PPI
B4TC59;B4TCZ7;Lit_Ecoli_IntAct;PPI
B4TC59;B4TGI3;Lit_Ecoli_IntAct;PPI
B4TC73;B4TF26;Lit_Ecoli_IntAct;PPI
B4TC73;B4THE0;Lit_Ecoli_IntAct;PPI
B4TC74;B4T942;Lit_Ecoli_IntAct;PPI
B4TC75;B4TDN8;IntAct;PPI
B4TC92;B4T8E2;Lit_Ecoli_IntAct;PPI
B4TC92;B4TEQ4;Lit_Ecoli_IntAct;PPI
B4TC92;B4TF32;Lit_Ecoli_IntAct;PPI
B4TC99;B4TFH1;IntAct;PPI
B4TCA6;B4T827;Lit_Ecoli_IntAct;PPI
B4TCA6;B4T946;Lit_Ecoli_IntAct;PPI
B4TCA6;B4TCQ0;Lit_Ecoli_IntAct;PPI
B4TCA6;B4TKE5;Lit_Ecoli_IntAct;PPI
B4TCA7;B4TAN6;Lit_Ecoli_IntAct;PPI
B4TCB3;B4TJK8;Lit_Ecoli_IntAct;PPI
B4TCB3;B4TK60;Lit_Ecoli_IntAct;PPI
B4TCB5;B4TFK5;Lit_Ecoli_IntAct;PPI
B4TCE0;B4TI21;Lit_Ecoli_IntAct;PPI
B4TCF6;B4TB51;Lit_Ecoli_IntAct;PPI
B4TCF6;B4TC54;Lit_Ecoli_IntAct;PPI
B4TCF6;B4TJJ7;Lit_Ecoli_IntAct;PPI
B4TCG2;B4T9C8;Biogrid;PPI
B4TCG2;B4TAA3;Lit_Ecoli_IntAct;PPI
B4TCG2;B4TCG1;IntAct_Interactome3d;PPI
B4TCG3;B4T7Q1;IntAct_Interactome3d;PPI
B4TCG3;B4TB14;IntAct;PPI
B4TCG3;B4TCG1;IntAct_Interactome3d;PPI
B4TCG3;B4TCM2;Interactome3d;PPI
B4TCG5;B4T9X1;Lit_Ecoli_IntAct;PPI
B4TCG5;B4TGR8;Lit_Ecoli_IntAct;PPI
B4TCG5;B4THZ8;Lit_Ecoli_IntAct;PPI
B4TCH9;B4TE32;IntAct_Interactome3d;PPI
B4TCI7;B4T8B7;Lit_Ecoli_IntAct;PPI
B4TCI7;B4T8N0;Lit_Ecoli_IntAct;PPI
B4TCI7;B4T8S5;Lit_Ecoli_IntAct;PPI
