source;target;ref;layer
B4TGF7;B4TCP6;STM;Metabolic
B4TGF7;B4TJL3;STM;Metabolic
B4TGG5;B4TCG2;STM;Metabolic
B4TGG5;B4TIY4;STM_BioModels;Metabolic
B4TGH0;B4T9P1;STM;Metabolic
B4TGH0;B4T9Q0;STM;Metabolic
B4TGH0;B4TAE0;STM;Metabolic
B4TGH0;B4TB24;STM;Metabolic
B4TGH5;B4TAB8;STM;Metabolic
B4TGH5;B4TJA9;STM;Metabolic
B4TGH6;B4TAB8;STM;Metabolic
B4TGH6;B4TGH5;STM;Metabolic
B4TGH6;B4TJA9;STM;Metabolic
B4TGH8;B4TK34;STM;Metabolic
B4TGI7;B4T9J9;STM;Metabolic
B4TGI7;B4TAE9;STM;Metabolic
B4TGI7;B4TBQ1;STM;Metabolic
B4TGI7;B4TCB2;STM;Metabolic
B4TGI7;B4TDR6;STM;Metabolic
B4TGJ6;B4TKR2;STM_BioModels;Metabolic
B4TGJ7;B4TAW6;STM;Metabolic
B4TGJ7;B4TGJ6;STM_BioModels;Metabolic
B4TGJ7;B4TJX2;STM;Metabolic
B4TGL1;B4TB70;STM;Metabolic
B4TGL1;B4TGL4;STM;Metabolic
B4TGL4;B4TIE6;STM;Metabolic
B4TGL9;B4TGM0;STM;Metabolic
B4TGL9;B4TGM1;STM;Metabolic
B4TGM1;B4TGM0;STM;Metabolic
B4TGM5;B4TIX1;STM;Metabolic
B4TGM6;B4TAL8;STM;Metabolic
B4TGM6;B4TB05;STM;Metabolic
B4TGM8;B4TBY0;STM;Metabolic
B4TGM8;B4TFV3;STM;Metabolic
B4TGM8;B4TGM9;STM;Metabolic
B4TGM8;B4TI57;BioModels;Metabolic
B4TGM9;B4TFV3;STM;Metabolic
B4TGM9;B4TGN4;STM_BioModels;Metabolic
B4TGN2;B4TDR6;STM;Metabolic
B4TGN4;B4TGN3;STM_BioModels;Metabolic
B4TGQ6;B4TFH5;BioModels;Metabolic
B4TGQ6;B4THI8;BioModels;Metabolic
B4TGQ6;B4TJN1;STM_BioModels;Metabolic
B4TGQ7;B4T8R1;STM;Metabolic
B4TGQ7;B4TGR5;STM;Metabolic
B4TGQ7;B4TJJ0;STM;Metabolic
B4TGR4;B4TB70;STM;Metabolic
B4TGR4;B4TBQ1;STM;Metabolic
B4TGR4;B4TGL4;STM;Metabolic
B4TGR5;B4T8P3;STM;Metabolic
B4TGR5;B4T9F9;STM_BioModels;Metabolic
B4TGR5;B4T9J9;BioModels;Metabolic
B4TGR5;B4TCB2;STM;Metabolic
B4TGR5;B4TCB3;STM;Metabolic
B4TGR5;B4TCB4;STM;Metabolic
B4TGR5;B4TFH1;STM;Metabolic
B4TGR5;B4TGR4;STM;Metabolic
B4TGR9;B4T850;STM;Metabolic
B4TGR9;B4TB37;STM_BioModels;Metabolic
B4TGR9;B4TJ82;BioModels;Metabolic
B4TGR9;B4TJG0;STM;Metabolic
B4TGS2;B4TDR6;STM;Metabolic
B4TGS2;B4THV6;STM;Metabolic
B4TGS3;B4TGS4;BioModels;Metabolic
B4TGV9;B4TIE9;STM_BioModels;Metabolic
B4TGW0;B4TBM9;BioModels;Metabolic
B4TGW0;B4TGR9;BioModels;Metabolic
B4TGW2;B4TB14;STM;Metabolic
B4TGW2;B4TE30;STM;Metabolic
B4TGW2;B4TF73;STM;Metabolic
B4TGW4;B4TG31;STM;Metabolic
B4TGW4;B4TG32;STM;Metabolic
B4TGX3;B4TDC8;BioModels;Metabolic
B4TGX3;B4TGX5;STM_BioModels;Metabolic
B4TGX3;B4TJB3;STM_BioModels;Metabolic
B4TGX4;B4TGX3;STM;Metabolic
B4TGX4;B4TGX5;STM;Metabolic
B4TGX4;B4TJB3;STM;Metabolic
B4TGX5;B4T8L7;BioModels;Metabolic
B4TGX5;B4TA94;BioModels;Metabolic
B4TGX5;B4THE4;BioModels;Metabolic
B4TGX5;B4TJ89;BioModels;Metabolic
B4TGX5;B4TJB3;STM;Metabolic
B4TGZ1;B4TJN1;STM;Metabolic
B4TGZ9;B4TA45;STM_BioModels;Metabolic
B4TGZ9;B4TH01;STM;Metabolic
B4TH00;B4TAK5;BioModels;Metabolic
B4TH00;B4TH02;STM_BioModels;Metabolic
B4TH00;B4TJN1;BioModels;Metabolic
B4TH01;B4TBR1;STM_BioModels;Metabolic
B4TH01;B4TCF1;STM;Metabolic
B4TH01;B4TH00;STM_BioModels;Metabolic
B4TH01;B4TH02;STM_BioModels;Metabolic
B4TH02;B4TAK5;BioModels;Metabolic
B4TH02;B4TBR1;BioModels;Metabolic
B4TH02;B4TCE3;STM;Metabolic
B4TH02;B4TCF0;STM;Metabolic
B4TH02;B4TGD0;BioModels;Metabolic
B4TH02;B4THK0;STM;Metabolic
B4TH02;B4THP5;STM_BioModels;Metabolic
B4TH02;B4TJN1;BioModels;Metabolic
B4TH02;B4TK36;STM;Metabolic
B4TH11;B4TD37;STM;Metabolic
B4TH13;B4TC12;STM;Metabolic
B4TH13;B4TCF6;STM;Metabolic
B4TH13;B4TCT5;STM;Metabolic
B4TH15;B4TF15;STM;Metabolic
B4TH15;B4THJ8;STM;Metabolic
B4TH17;B4TF97;STM;Metabolic
B4TH18;B4TC26;STM;Metabolic
B4TH18;B4TCD0;STM;Metabolic
B4TH18;B4TG07;STM;Metabolic
B4TH66;B4TDN2;BioModels;Metabolic
B4TH66;B4TEF5;BioModels;Metabolic
B4TH66;B4TI45;STM;Metabolic
B4TH66;B4TIE4;BioModels;Metabolic
B4TH67;B4T8R1;STM;Metabolic
B4TH67;B4TF96;STM;Metabolic
B4TH67;B4TGR5;STM;Metabolic
B4TH67;B4TJJ0;STM;Metabolic
B4THB0;B4TET7;STM;Metabolic
B4THB0;B4TEZ4;STM;Metabolic
B4THB0;B4TEZ5;STM;Metabolic
B4THB0;B4TFX0;STM;Metabolic
B4THB2;B4TE03;STM;Metabolic
B4THB2;B4TK63;STM;Metabolic
B4THB7;B4TDX3;STM;Metabolic
B4THC3;B4TFI4;STM;Metabolic
B4THC3;B4TJA5;STM;Metabolic
B4THE0;B4TBE3;STM_BioModels;Metabolic
B4THG0;B4TBK8;STM;Metabolic
B4THG0;B4TBK9;STM;Metabolic
B4THG0;B4TD48;BioModels;Metabolic
B4THG0;B4TD49;STM;Metabolic
B4THG0;B4TIA8;BioModels;Metabolic
B4THG3;B4TED5;STM_BioModels;Metabolic
B4THG3;B4THH1;STM_BioModels;Metabolic
B4THI0;B4TF06;STM_BioModels;Metabolic
B4THI8;B4T9T3;BioModels;Metabolic
B4THI8;B4T9T4;BioModels;Metabolic
B4THI8;B4TD96;BioModels;Metabolic
B4THI9;B4TBS9;BioModels;Metabolic
B4THI9;B4TC48;BioModels;Metabolic
B4THI9;B4TCT6;BioModels;Metabolic
B4THJ1;B4TDR6;STM;Metabolic
B4THK0;B4T8Q2;STM;Metabolic
B4THK0;B4TCE3;STM;Metabolic
B4THK0;B4TDN2;STM;Metabolic
B4THK0;B4TDR6;STM;Metabolic
B4THK1;B4TBA1;STM;Metabolic
B4THK1;B4TCQ3;BioModels;Metabolic
B4THK1;B4TG45;BioModels;Metabolic
B4THK1;B4TG49;BioModels;Metabolic
B4THK9;B4TED7;BioModels;Metabolic
B4THK9;B4TFX1;BioModels;Metabolic
B4THK9;B4TFX2;BioModels;Metabolic
B4THM5;B4TDR6;STM;Metabolic
B4THM5;B4TJC8;STM;Metabolic
B4THM6;B4TGS3;BioModels;Metabolic
B4THM7;B4THM8;BioModels;Metabolic
B4THM8;B4THM5;STM;Metabolic
B4THM8;B4TJC8;STM;Metabolic
B4THN1;B4TJD2;BioModels;Metabolic
B4THN9;B4TF32;STM;Metabolic
B4THN9;B4TF33;STM;Metabolic
B4THN9;B4TF34;STM;Metabolic
B4THN9;B4TF35;STM;Metabolic
B4THN9;B4TF36;STM;Metabolic
B4THN9;B4TF37;STM;Metabolic
B4THN9;B4THP2;STM;Metabolic
B4THN9;B4THX0;STM;Metabolic
B4THN9;B4THX1;STM;Metabolic
B4THN9;B4TKB7;STM;Metabolic
B4THP2;B4TF32;STM;Metabolic
B4THP2;B4TF33;STM;Metabolic
B4THP2;B4TF34;STM;Metabolic
B4THP2;B4TF35;STM;Metabolic
B4THP2;B4TF36;STM;Metabolic
B4THP2;B4TF37;STM;Metabolic
B4THP2;B4THX0;STM;Metabolic
B4THP2;B4THX1;STM;Metabolic
B4THP2;B4TKB7;STM;Metabolic
B4THP5;B4TCE3;STM;Metabolic
B4THP5;B4TCF0;STM;Metabolic
B4THP5;B4THK0;STM;Metabolic
B4THP8;B4TC16;STM;Metabolic
B4THP8;B4TED9;STM;Metabolic
B4THP8;B4THP9;STM;Metabolic
B4THP9;B4TC16;STM;Metabolic
B4THR0;B4THQ9;STM;Metabolic
B4THS1;B4TC47;STM;Metabolic
B4THS2;B4TDR6;STM;Metabolic
B4THS8;B4TD25;STM;Metabolic
B4THS8;B4TD26;STM;Metabolic
B4THS8;B4TD27;STM;Metabolic
B4THS8;B4TD98;STM;Metabolic
B4THS8;B4TD99;STM;Metabolic
B4THS8;B4TDA0;STM;Metabolic
B4THS8;B4TEE4;STM;Metabolic
B4THS8;B4TEE5;STM;Metabolic
B4THS8;B4TEE6;STM;Metabolic
B4THT0;B4TD25;STM;Metabolic
B4THT0;B4TD26;STM;Metabolic
B4THT0;B4TD27;STM;Metabolic
B4THT0;B4TD98;STM;Metabolic
B4THT0;B4TD99;STM;Metabolic
B4THT0;B4TDA0;STM;Metabolic
B4THT0;B4TEE4;STM;Metabolic
B4THT0;B4TEE5;STM;Metabolic
B4THT0;B4TEE6;STM;Metabolic
B4THT0;B4THS8;STM;Metabolic
B4THT0;B4THT0;STM;Metabolic
B4THT0;B4THT1;STM;Metabolic
B4THT1;B4TD25;STM;Metabolic
B4THT1;B4TD26;STM;Metabolic
B4THT1;B4TD27;STM;Metabolic
B4THT1;B4TD98;STM;Metabolic
B4THT1;B4TD99;STM;Metabolic
B4THT1;B4TDA0;STM;Metabolic
B4THT1;B4TEE4;STM;Metabolic
B4THT1;B4TEE5;STM;Metabolic
B4THT1;B4TEE6;STM;Metabolic
B4THT1;B4THS8;STM;Metabolic
B4THT1;B4THT0;STM;Metabolic
B4THT1;B4THT1;STM;Metabolic
B4THT4;B4TBA1;BioModels;Metabolic
B4THT4;B4THG3;BioModels;Metabolic
B4THT4;B4THK1;BioModels;Metabolic
B4THT4;B4TJD2;BioModels;Metabolic
B4THT8;B4TJN0;BioModels;Metabolic
B4THU1;B4THM8;BioModels;Metabolic
B4THU4;B4TFE2;STM;Metabolic
B4THV1;B4T992;STM;Metabolic
B4THV9;B4TCR2;BioModels;Metabolic
B4THV9;B4TJ85;BioModels;Metabolic
B4THX1;B4TF32;STM;Metabolic
B4THX1;B4TF33;STM;Metabolic
B4THX1;B4TF35;STM;Metabolic
B4THX1;B4THX0;STM;Metabolic
B4THX1;B4THX1;STM;Metabolic
B4THX1;B4TKB7;STM;Metabolic
B4THX1;B4TKB9;STM;Metabolic
B4THX4;B4TJN0;BioModels;Metabolic
B4THZ2;B4T8G1;STM;Metabolic
B4THZ2;B4TCN9;STM_BioModels;Metabolic
B4THZ3;B4T829;BioModels;Metabolic
B4THZ3;B4TCG3;BioModels;Metabolic
B4THZ4;B4T829;BioModels;Metabolic
B4THZ4;B4TCG3;BioModels;Metabolic
B4TI07;B4TI08;STM;Metabolic
B4TI10;B4T8G1;STM;Metabolic
B4TI10;B4TCN9;STM_BioModels;Metabolic
B4TI10;B4THZ2;STM;Metabolic
B4TI14;B4TE03;STM;Metabolic
B4TI14;B4TGC5;STM;Metabolic
B4TI14;B4TK77;STM;Metabolic
B4TI19;B4T963;STM;Metabolic
B4TI19;B4T964;STM;Metabolic
B4TI19;B4TBY8;STM;Metabolic
B4TI19;B4TBZ0;STM;Metabolic
B4TI19;B4TI18;STM;Metabolic
B4TI19;B4TI20;STM;Metabolic
B4TI20;B4T964;STM;Metabolic
B4TI20;B4TBZ0;STM;Metabolic
B4TI20;B4TI18;STM;Metabolic
B4TI22;B4TDL8;STM_BioModels;Metabolic
B4TI22;B4TDL9;BioModels;Metabolic
B4TI22;B4TFH1;STM;Metabolic
B4TI22;B4TGR5;STM;Metabolic
B4TI22;B4TJH9;STM;Metabolic
B4TI36;B4TAE4;STM;Metabolic
B4TI40;B4T8A9;STM;Metabolic
B4TI40;B4TBP7;STM;Metabolic
B4TI40;B4TC13;STM;Metabolic
B4TI40;B4TCJ9;STM;Metabolic
B4TI40;B4TDR6;STM;Metabolic
B4TI40;B4TJD4;STM;Metabolic
B4TI45;B4T8Q8;BioModels;Metabolic
B4TI51;B4T7P3;STM;Metabolic
B4TI56;B4TK49;BioModels;Metabolic
B4TI58;B4TI22;BioModels;Metabolic
B4TIA3;B4TCP0;STM;Metabolic
B4TIA3;B4TDK3;STM;Metabolic
B4TIA4;B4TIX1;STM;Metabolic
B4TIA5;B4TIA4;STM;Metabolic
B4TIA5;B4TJ48;BioModels;Metabolic
B4TIA5;B4TJC9;BioModels;Metabolic
B4TID6;B4TED7;BioModels;Metabolic
B4TID6;B4TFX1;BioModels;Metabolic
B4TID6;B4TFX2;BioModels;Metabolic
B4TIE2;B4TDR6;STM;Metabolic
B4TIE9;B4TD93;STM;Metabolic
B4TIF1;B4TCF0;STM;Metabolic
B4TIF1;B4THK0;STM;Metabolic
B4TIF4;B4TIF4;STM;Metabolic
B4TIF4;B4TIF5;STM;Metabolic
B4TIF4;B4TIF6;STM;Metabolic
B4TIF4;B4TJS5;STM;Metabolic
B4TIF4;B4TJS7;STM;Metabolic
B4TIF5;B4TIF6;STM;Metabolic
B4TIF5;B4TJS7;STM;Metabolic
B4TIF9;B4TAH0;STM;Metabolic
B4TIF9;B4TIG0;STM;Metabolic
B4TIF9;B4TIG1;STM;Metabolic
B4TIG0;B4TAH0;STM;Metabolic
B4TIG0;B4TIG1;STM;Metabolic
B4TIG1;B4TAH0;STM;Metabolic
B4TIG4;B4TD64;STM;Metabolic
B4TIG6;B4TIG7;STM;Metabolic
B4TIG6;B4TJD7;STM;Metabolic
B4TIG7;B4TJD7;STM;Metabolic
B4TIG9;B4TIH0;STM;Metabolic
B4TIG9;B4TIH1;STM;Metabolic
B4TIH0;B4TEC9;STM;Metabolic
B4TIH0;B4TEZ7;STM;Metabolic
B4TIH0;B4TEZ8;STM;Metabolic
B4TIH0;B4TIH1;STM;Metabolic
B4TIH0;B4TIH3;STM;Metabolic
B4TIH1;B4TEC9;STM;Metabolic
B4TIH1;B4TEZ7;STM;Metabolic
B4TIH1;B4TEZ8;STM;Metabolic
B4TIH3;B4TIH1;STM;Metabolic
B4TII4;B4TED7;BioModels;Metabolic
B4TII4;B4TFX1;BioModels;Metabolic
B4TII4;B4TFX2;BioModels;Metabolic
B4TII9;B4TCJ1;STM;Metabolic
B4TII9;B4TJN0;STM;Metabolic
B4TIJ1;B4TIJ0;STM;Metabolic
B4TIJ8;B4TJP0;STM;Metabolic
B4TIJ8;B4TJP1;STM;Metabolic
B4TIJ8;B4TJP2;STM;Metabolic
B4TIJ8;B4TJP3;STM;Metabolic
B4TIJ9;B4TIJ8;STM;Metabolic
B4TIJ9;B4TJP0;STM;Metabolic
B4TIJ9;B4TJP1;STM;Metabolic
B4TIJ9;B4TJP2;STM;Metabolic
B4TIJ9;B4TJP3;STM;Metabolic
B4TIK0;B4TIJ8;STM;Metabolic
B4TIK0;B4TIJ9;STM;Metabolic
B4TIK0;B4TJP0;STM;Metabolic
B4TIK0;B4TJP1;STM;Metabolic
B4TIK0;B4TJP2;STM;Metabolic
B4TIK0;B4TJP3;STM;Metabolic
B4TIK1;B4TIJ8;STM;Metabolic
B4TIK1;B4TIJ9;STM;Metabolic
B4TIK1;B4TIK0;STM;Metabolic
B4TIK1;B4TJP0;STM;Metabolic
B4TIK1;B4TJP1;STM;Metabolic
B4TIK1;B4TJP2;STM;Metabolic
B4TIK1;B4TJP3;STM;Metabolic
B4TIK3;B4TJK5;STM;Metabolic
B4TIK3;B4TJK6;STM;Metabolic
B4TIK6;B4TDR6;STM;Metabolic
B4TIM0;B4TIU6;STM_BioModels;Metabolic
B4TIN3;B4TIY4;BioModels;Metabolic
B4TIN4;B4TIY4;BioModels;Metabolic
B4TIN6;B4TIY4;BioModels;Metabolic
B4TIP0;B4T938;STM;Metabolic
B4TIP0;B4T984;STM;Metabolic
B4TIP0;B4TEB2;STM;Metabolic
B4TIP0;B4TEQ6;STM;Metabolic
B4TIP0;B4TKQ8;STM;Metabolic
B4TIP7;B4TCJ1;STM;Metabolic
B4TIP7;B4TCM3;STM;Metabolic
B4TIP7;B4TII9;STM;Metabolic
B4TIP7;B4TJN0;STM;Metabolic
B4TIR8;B4T984;STM;Metabolic
B4TIR8;B4TK83;STM_BioModels;Metabolic
B4TIS2;B4TGW4;STM;Metabolic
B4TIU6;B4TBA1;BioModels;Metabolic
B4TIU6;B4THG3;BioModels;Metabolic
B4TIU6;B4THK1;BioModels;Metabolic
B4TIU6;B4THT4;BioModels;Metabolic
B4TIU6;B4TJD2;BioModels;Metabolic
B4TIW8;B4TAL8;STM;Metabolic
B4TIW8;B4TGM6;STM;Metabolic
B4TIW8;B4TKF8;STM;Metabolic
B4TIW9;B4TCU1;STM;Metabolic
B4TIW9;B4TCU2;STM;Metabolic
B4TIX0;B4T7Y1;STM;Metabolic
B4TIX0;B4T8Z9;STM_BioModels;Metabolic
B4TIX0;B4T909;STM;Metabolic
B4TIX0;B4TBK5;STM;Metabolic
B4TIX0;B4TBK6;STM_BioModels;Metabolic
B4TIX1;B4TDR6;STM;Metabolic
B4TIX2;B4TB05;STM;Metabolic
B4TIX2;B4TGM6;STM;Metabolic
B4TIX2;B4TKF8;STM;Metabolic
B4TIX4;B4T9L0;STM_BioModels;Metabolic
B4TIX4;B4T9L1;STM_BioModels;Metabolic
B4TIX4;B4TFV2;STM_BioModels;Metabolic
B4TIX4;B4TIX5;STM;Metabolic
B4TIX5;B4T990;STM;Metabolic
B4TIX5;B4T9L0;BioModels;Metabolic
B4TIX5;B4T9L1;BioModels;Metabolic
B4TIX5;B4TB54;STM_BioModels;Metabolic
B4TIX5;B4TFV2;BioModels;Metabolic
B4TIX5;B4TG08;STM_BioModels;Metabolic
B4TIX5;B4TG09;STM;Metabolic
B4TIX5;B4TIX8;STM_BioModels;Metabolic
B4TIX8;B4T990;STM;Metabolic
B4TIX8;B4T991;STM;Metabolic
B4TIX8;B4TG10;STM;Metabolic
B4TIX8;B4TGS3;BioModels;Metabolic
B4TIX9;B4TCK0;STM;Metabolic
B4TIX9;B4TGG5;STM;Metabolic
B4TIY0;B4TGG5;STM;Metabolic
B4TIY0;B4TIX9;STM;Metabolic
B4TIY0;B4TIY4;STM;Metabolic
B4TIY1;B4TA34;STM;Metabolic
B4TIY1;B4TA35;STM;Metabolic
B4TIY1;B4TCG1;STM;Metabolic
B4TIY1;B4TCG2;STM;Metabolic
B4TIY1;B4TIY2;STM;Metabolic
B4TIY1;B4TIY3;STM;Metabolic
B4TIY1;B4TIY4;STM_Biomodels;Metabolic
B4TIY2;B4TA34;STM;Metabolic
B4TIY2;B4TCG1;STM;Metabolic
B4TIY2;B4TCG2;STM;Metabolic
B4TIY2;B4TIY3;STM;Metabolic
B4TIY2;B4TIY4;STM_Biomodels;Metabolic
B4TIY3;B4TCG1;STM;Metabolic
B4TIY3;B4TCG2;STM;Metabolic
B4TIY4;B4TA34;STM_BioModels;Metabolic
B4TIY4;B4TCG1;STM;Metabolic
B4TIY4;B4TCG2;STM;Metabolic
B4TIY4;B4TIY3;STM_BioModels;Metabolic
B4TJ00;B4TDR6;STM;Metabolic
B4TJ00;B4TJW5;STM;Metabolic
B4TJ00;B4TJW6;STM;Metabolic
B4TJ09;B4TG45;STM_BioModels;Metabolic
B4TJ09;B4TG47;STM_BioModels;Metabolic
B4TJ09;B4TG49;STM_BioModels;Metabolic
B4TJ12;B4TAW9;BioModels;Metabolic
B4TJ13;B4TFH3;STM_BioModels;Metabolic
B4TJ13;B4TK06;STM;Metabolic
B4TJ19;B4T914;STM;Metabolic
B4TJ19;B4T9Y3;STM;Metabolic
B4TJ19;B4TCA4;STM;Metabolic
B4TJ19;B4TCW1;STM;Metabolic
B4TJ25;B4T8R4;STM_BioModels;Metabolic
B4TJ25;B4TGV9;BioModels;Metabolic
B4TJ25;B4TIE9;STM;Metabolic
B4TJ27;B4T9A7;BioModels;Metabolic
B4TJ27;B4TAW9;STM;Metabolic
B4TJ27;B4TJ87;BioModels;Metabolic
B4TJ27;B4TK56;BioModels;Metabolic
B4TJ36;B4TKA0;STM;Metabolic
B4TJ42;B4TCW4;STM;Metabolic
B4TJ42;B4TK99;STM;Metabolic
B4TJ44;B4TBN4;STM_BioModels;Metabolic
B4TJ44;B4TGQ6;STM_BioModels;Metabolic
B4TJ48;B4TD37;STM_BioModels;Metabolic
B4TJ48;B4TIA4;STM;Metabolic
B4TJ48;B4TJC9;STM;Metabolic
B4TJ58;B4T968;STM;Metabolic
B4TJ58;B4TFD1;STM;Metabolic
B4TJ58;B4TFD2;STM;Metabolic
B4TJ58;B4TJ60;STM_BioModels;Metabolic
B4TJ59;B4TGS2;STM;Metabolic
B4TJ60;B4T952;STM;Metabolic
B4TJ60;B4T962;STM;Metabolic
B4TJ60;B4T963;STM;Metabolic
B4TJ60;B4T964;STM;Metabolic
B4TJ60;B4T965;STM;Metabolic
B4TJ60;B4T967;BioModels;Metabolic
B4TJ60;B4TBY1;STM;Metabolic
B4TJ60;B4TBY8;STM;Metabolic
B4TJ60;B4TBY9;STM;Metabolic
B4TJ60;B4TBZ0;STM;Metabolic
B4TJ60;B4TI18;STM;Metabolic
B4TJ60;B4TI19;STM;Metabolic
B4TJ60;B4TI20;STM;Metabolic
B4TJ60;B4TJ59;STM;Metabolic
B4TJ65;B4TJ64;STM;Metabolic
B4TJ69;B4T7V9;STM_BioModels;Metabolic
B4TJ69;B4T7W0;STM_BioModels;Metabolic
B4TJ69;B4TJ70;STM_BioModels;Metabolic
B4TJ69;B4TJ72;BioModels;Metabolic
B4TJ70;B4T7V9;STM_BioModels;Metabolic
B4TJ70;B4T7W0;STM_BioModels;Metabolic
B4TJ70;B4TJ71;BioModels;Metabolic
B4TJ70;B4TJ72;BioModels;Metabolic
B4TJ71;B4TJ69;BioModels;Metabolic
B4TJ72;B4T863;BioModels;Metabolic
B4TJ72;B4TB03;STM;Metabolic
B4TJ72;B4TB04;STM_BioModels;Metabolic
B4TJ81;B4TB43;STM;Metabolic
B4TJ81;B4TDA1;STM;Metabolic
B4TJ81;B4TK13;STM;Metabolic
B4TJ81;B4TKR8;STM;Metabolic
B4TJ82;B4T850;STM;Metabolic
B4TJ82;B4TB37;STM;Metabolic
B4TJ82;B4TJ85;STM_BioModels;Metabolic
B4TJ82;B4TJG0;STM;Metabolic
B4TJ83;B4T8G5;STM;Metabolic
B4TJ83;B4T8G6;STM;Metabolic
B4TJ83;B4T8G7;STM;Metabolic
B4TJ83;B4T8L7;STM_BioModels;Metabolic
B4TJ83;B4T922;STM;Metabolic
B4TJ83;B4TFG1;STM;Metabolic
B4TJ83;B4TJ82;STM_BioModels;Metabolic
B4TJ83;B4TJ89;STM_BioModels;Metabolic
B4TJ83;B4TKD0;STM;Metabolic
B4TJ84;B4TI56;BioModels;Metabolic
B4TJ84;B4TJ83;STM_BioModels;Metabolic
B4TJ85;B4TJ88;STM_BioModels;Metabolic
B4TJ87;B4TAW9;STM_BioModels;Metabolic
B4TJ87;B4TJ84;STM_BioModels;Metabolic
B4TJ88;B4TCR3;STM;Metabolic
B4TJ93;B4TFH1;STM;Metabolic
B4TJ93;B4TK56;STM;Metabolic
B4TJ95;B4TAL5;STM;Metabolic
B4TJ99;B4T9B9;STM_BioModels;Metabolic
B4TJA4;B4TC11;STM_BioModels;Metabolic
B4TJA5;B4T9E0;STM;Metabolic
B4TJA5;B4TFI4;STM;Metabolic
B4TJA5;B4TKD0;STM;Metabolic
B4TJA9;B4TDR6;STM;Metabolic
B4TJA9;B4TJ00;STM;Metabolic
B4TJB1;B4TBD5;BioModels;Metabolic
B4TJB1;B4TJB2;STM_BioModels;Metabolic
B4TJB1;B4TJB3;STM_BioModels;Metabolic
B4TJB2;B4TBD5;BioModels;Metabolic
B4TJB2;B4TJB3;STM_BioModels;Metabolic
B4TJB3;B4TB03;BioModels;Metabolic
B4TJB3;B4TBD5;STM_BioModels;Metabolic
B4TJB3;B4TBD6;STM_BioModels;Metabolic
B4TJB3;B4TCV6;BioModels;Metabolic
B4TJB8;B4T8K6;STM;Metabolic
B4TJB8;B4TJJ2;STM_BioModels;Metabolic
B4TJC8;B4TDR6;STM;Metabolic
B4TJC9;B4TD37;STM_BioModels;Metabolic
B4TJC9;B4TIA4;STM;Metabolic
B4TJD2;B4TJD1;STM;Metabolic
B4TJD4;B4T9J1;STM;Metabolic
B4TJD4;B4TDR6;STM;Metabolic
B4TJD6;B4T9Z9;STM;Metabolic
B4TJD6;B4TCF1;STM;Metabolic
B4TJD6;B4TH02;STM;Metabolic
B4TJD6;B4TIF1;STM;Metabolic
B4TJF5;B4TE03;STM;Metabolic
B4TJF5;B4TGC5;STM;Metabolic
B4TJF5;B4TK77;STM;Metabolic
B4TJF9;B4TJM6;STM;Metabolic
B4TJF9;B4TJM7;STM;Metabolic
B4TJG1;B4TJG0;STM;Metabolic
B4TJG6;B4TDR6;STM;Metabolic
B4TJH9;B4TDZ4;STM;Metabolic
B4TJH9;B4TK55;STM;Metabolic
B4TJJ0;B4T841;STM;Metabolic
B4TJJ0;B4TCW3;STM;Metabolic
B4TJJ0;B4TDL9;STM;Metabolic
B4TJJ0;B4TI22;STM;Metabolic
B4TJJ0;B4TI56;STM;Metabolic
B4TJK1;B4TCJ6;STM;Metabolic
B4TJK1;B4TGH8;STM;Metabolic
B4TJK1;B4TK34;STM;Metabolic
B4TJK5;B4TCA5;STM;Metabolic
B4TJK6;B4TCA5;STM;Metabolic
B4TJK6;B4TJK5;STM;Metabolic
B4TJK7;B4TJK6;STM_BioModels;Metabolic
B4TJK8;B4TG86;BioModels;Metabolic
B4TJK8;B4TJ00;STM;Metabolic
B4TJK8;B4TJK7;STM;Metabolic
B4TJK9;B4TG86;BioModels;Metabolic
B4TJK9;B4TJ00;STM;Metabolic
B4TJK9;B4TJK7;STM;Metabolic
B4TJK9;B4TJK8;STM_BioModels;Metabolic
B4TJL8;B4TCV6;BioModels;Metabolic
B4TJL9;B4TI07;STM;Metabolic
B4TJL9;B4TI08;STM;Metabolic
B4TJM2;B4T8R1;STM;Metabolic
B4TJM2;B4TC66;STM;Metabolic
B4TJM2;B4TCM2;BioModels;Metabolic
B4TJM2;B4TCP8;BioModels;Metabolic
B4TJM2;B4TED7;BioModels;Metabolic
B4TJM2;B4TJJ0;STM;Metabolic
B4TJM2;B4TKV5;BioModels;Metabolic
B4TJM7;B4TJM6;STM;Metabolic
B4TJM8;B4TJM6;STM;Metabolic
B4TJM8;B4TJM7;STM;Metabolic
B4TJN0;B4TBS4;BioModels;Metabolic
B4TJN0;B4TCA9;BioModels;Metabolic
B4TJN0;B4TCJ1;STM;Metabolic
B4TJN0;B4TCJ3;STM;Metabolic
B4TJN0;B4TCV6;BioModels;Metabolic
B4TJN0;B4TGS7;BioModels;Metabolic
B4TJN1;B4TFH5;BioModels;Metabolic
B4TJN1;B4THI8;BioModels;Metabolic
B4TJN3;B4T9R0;STM;Metabolic
B4TJN7;B4TA94;STM;Metabolic
B4TJP1;B4TJP0;STM;Metabolic
B4TJP2;B4TJP0;STM;Metabolic
B4TJP2;B4TJP1;STM;Metabolic
B4TJP3;B4TJP0;STM;Metabolic
B4TJP3;B4TJP1;STM;Metabolic
B4TJP3;B4TJP2;STM;Metabolic
